MaterialNr,SerialNr,CheckMode,TestSystem,Description,Date,Time,Error,ErrorCat,Duration,Duration.1,col_31
MatNr2,1711,PrMod1,TSys27,AB-3CD-5,10.12.2023,09:27:28,System_issue,System_error,00:02:12,00:02:12,0.0
MatNr3,1712,PrMod4,TSys54,AB-2CD-4,10.12.2023,09:51:23,OK,OK,00:01:42,00:01:42,0.0
MatNr1,1713,PrMod4,TSys54,AB-2CD-6,10.12.2023,10:16:48,Angel_to_low,Tolerance_violence,00:02:18,00:02:18,0.0
MatNr3,1714,PrMod2,TSys27,AB-3CD-0,10.12.2023,10:39:41,OK,OK,00:02:01,00:02:01,0.0
MatNr3,1715,PrMod3,TSys32,AB-2CD-5,10.12.2023,11:02:52,System_issue,System_error,00:02:19,00:02:19,0.0
MatNr1,1716,PrMod1,TSys54,AB-2CD-3,10.12.2023,11:24:37,OK,OK,00:01:27,00:01:27,0.0
MatNr3,1717,PrMod4,TSys54,AB-3CD-9,10.12.2023,11:48:50,OK,OK,00:02:21,00:02:21,0.0
MatNr2,1718,PrMod4,TSys27,AB-2CD-0,10.12.2023,12:13:18,OK,OK,00:01:51,00:01:51,-0.0
MatNr3,1719,PrMod4,TSys27,AB-2CD-7,10.12.2023,12:36:13,OK,OK,00:01:32,00:01:32,0.0
MatNr1,1720,PrMod2,TSys54,AB-2CD-8,10.12.2023,12:57:40,OK,OK,00:02:06,00:02:06,0.0
MatNr1,1721,PrMod4,TSys27,AB-3CD-7,10.12.2023,13:20:31,angel_to_wide,Tolerance_violence,00:02:02,00:02:02,0.0
MatNr3,1722,PrMod3,TSys54,AB-3CD-8,10.12.2023,13:46:20,OK,OK,00:01:29,00:01:29,0.0
MatNr3,1723,PrMod1,TSys54,AB-2CD-3,10.12.2023,14:10:35,OK,OK,00:02:19,00:02:19,0.0
MatNr3,1724,PrMod1,TSys54,AB-2CD-4,10.12.2023,14:35:00,OK,OK,00:02:25,00:02:25,0.0
MatNr1,1725,PrMod1,TSys27,AB-3CD-2,10.12.2023,15:02:58,System_issue,System_error,00:02:01,00:02:01,0.0
MatNr3,1726,PrMod3,TSys54,AB-2CD-7,10.12.2023,15:23:21,OK,OK,00:02:10,00:02:10,-0.0
MatNr3,1727,PrMod4,TSys54,AB-1CD-5,10.12.2023,15:44:09,OK,OK,00:02:14,00:02:14,0.0
MatNr1,1728,PrMod3,TSys54,AB-2CD-4,10.12.2023,16:08:32,OK,OK,00:01:52,00:01:52,0.0
MatNr1,1729,PrMod3,TSys54,AB-3CD-0,10.12.2023,16:32:40,OK,OK,00:01:38,00:01:38,0.0
MatNr1,1730,PrMod3,TSys27,AB-3CD-7,10.12.2023,16:58:19,Angel_to_low,Tolerance_violence,00:02:22,00:02:22,0.0
MatNr1,1731,PrMod3,TSys32,AB-2CD-3,10.12.2023,17:21:58,OK,OK,00:02:13,00:02:13,0.0
MatNr1,1732,PrMod2,TSys32,AB-3CD-1,10.12.2023,17:43:23,OK,OK,00:01:20,00:01:20,-0.0
MatNr3,1733,PrMod3,TSys54,AB-3CD-7,10.12.2023,18:04:04,OK,OK,00:02:16,00:02:16,0.0
MatNr3,1734,PrMod3,TSys27,AB-1CD-0,10.12.2023,18:28:42,System_issue,System_error,00:01:37,00:01:37,0.0
MatNr2,1735,PrMod3,TSys27,AB-3CD-4,10.12.2023,18:51:36,angel_to_wide,Tolerance_violence,00:02:04,00:02:04,0.0
MatNr3,1736,PrMod2,TSys54,AB-1CD-6,10.12.2023,19:11:47,OK,OK,00:01:58,00:01:58,0.0
MatNr3,1737,PrMod4,TSys27,AB-1CD-8,10.12.2023,19:36:41,angel_to_wide,Tolerance_violence,00:02:00,00:02:00,0.0
MatNr3,1738,PrMod1,TSys54,AB-3CD-9,10.12.2023,19:58:27,OK,OK,00:01:55,00:01:55,0.0
MatNr1,1739,PrMod1,TSys27,AB-1CD-1,10.12.2023,20:21:35,OK,OK,00:01:59,00:01:59,0.0
MatNr3,1740,PrMod3,TSys27,AB-1CD-0,10.12.2023,20:42:20,OK,OK,00:02:31,00:02:31,0.0
MatNr3,1741,PrMod3,TSys54,AB-1CD-7,10.12.2023,21:10:06,Angel_to_low,Tolerance_violence,00:02:03,00:02:03,-0.0
MatNr3,1742,PrMod2,TSys27,AB-2CD-2,10.12.2023,21:32:09,OK,OK,00:02:07,00:02:07,0.0
MatNr3,1743,PrMod2,TSys54,AB-1CD-8,10.12.2023,21:54:57,OK,OK,00:02:16,00:02:16,0.0
MatNr1,1744,PrMod2,TSys54,AB-1CD-1,10.12.2023,22:18:11,OK,OK,00:01:36,00:01:36,0.0
MatNr2,1745,PrMod4,TSys54,AB-3CD-5,10.12.2023,22:40:19,OK,OK,00:01:30,00:01:30,0.0
MatNr3,1746,PrMod4,TSys32,AB-1CD-5,10.12.2023,23:01:15,OK,OK,00:01:58,00:01:58,0.0
MatNr1,1747,PrMod4,TSys32,AB-3CD-7,10.12.2023,23:25:33,OK,OK,00:02:08,00:02:08,0.0
MatNr1,1748,PrMod3,TSys32,AB-2CD-7,10.12.2023,23:48:47,OK,OK,00:02:06,00:02:06,0.0
MatNr3,1749,PrMod4,TSys27,AB-3CD-8,11.12.2023,00:08:46,OK,OK,00:02:10,00:02:10,0.0
MatNr3,1750,PrMod2,TSys27,AB-2CD-3,11.12.2023,00:30:46,OK,OK,00:02:04,00:02:04,0.0
MatNr3,1751,PrMod2,TSys32,AB-1CD-4,11.12.2023,00:54:23,System_issue,System_error,00:02:03,00:02:03,-0.0
MatNr2,1752,PrMod1,TSys54,AB-2CD-7,11.12.2023,01:23:50,System_issue,System_error,00:02:48,00:02:48,0.0
MatNr2,1753,PrMod3,TSys54,AB-2CD-8,11.12.2023,01:48:33,System_issue,System_error,00:02:09,00:02:09,0.0
MatNr1,1754,PrMod3,TSys27,AB-1CD-1,11.12.2023,02:10:00,angel_to_wide,Tolerance_violence,00:02:32,00:02:32,0.0
MatNr1,1755,PrMod3,TSys27,AB-1CD-1,11.12.2023,02:35:30,OK,OK,00:02:20,00:02:20,0.0
MatNr1,1756,PrMod1,TSys32,AB-1CD-0,11.12.2023,02:58:45,OK,OK,00:02:23,00:02:23,0.0
MatNr1,1757,PrMod4,TSys54,AB-2CD-7,11.12.2023,03:21:24,System_issue,System_error,00:01:40,00:01:40,0.0
MatNr1,1758,PrMod3,TSys32,AB-1CD-0,11.12.2023,03:44:27,OK,OK,00:02:14,00:02:14,0.0
MatNr2,1759,PrMod4,TSys27,AB-1CD-1,11.12.2023,04:08:32,OK,OK,00:01:51,00:01:51,0.0
MatNr3,1760,PrMod2,TSys32,AB-1CD-8,11.12.2023,04:33:11,OK,OK,00:02:19,00:02:19,0.0
MatNr1,1761,PrMod3,TSys32,AB-2CD-0,11.12.2023,04:53:57,OK,OK,00:01:45,00:01:45,0.0
MatNr2,1762,PrMod3,TSys32,AB-1CD-5,11.12.2023,05:17:30,OK,OK,00:01:46,00:01:46,0.0
MatNr1,1763,PrMod3,TSys32,AB-3CD-5,11.12.2023,05:40:49,OK,OK,00:02:28,00:02:28,0.0
MatNr1,1764,PrMod4,TSys54,AB-3CD-7,11.12.2023,06:08:18,angel_to_wide,Tolerance_violence,00:01:24,00:01:24,0.0
MatNr3,1765,PrMod2,TSys27,AB-3CD-8,11.12.2023,06:30:54,OK,OK,00:02:08,00:02:08,0.0
MatNr3,1766,PrMod1,TSys32,AB-3CD-3,11.12.2023,06:53:23,angel_to_wide,Tolerance_violence,00:01:59,00:01:59,0.0
MatNr3,1767,PrMod2,TSys27,AB-2CD-4,11.12.2023,07:17:56,OK,OK,00:02:07,00:02:07,0.0
MatNr2,1768,PrMod3,TSys27,AB-2CD-9,11.12.2023,07:43:31,OK,OK,00:01:40,00:01:40,0.0
MatNr2,1769,PrMod2,TSys27,AB-2CD-6,11.12.2023,08:06:42,OK,OK,00:02:05,00:02:05,0.0
MatNr2,1770,PrMod1,TSys32,AB-3CD-0,11.12.2023,08:32:11,angel_to_wide,Tolerance_violence,00:02:18,00:02:18,0.0
MatNr1,1771,PrMod2,TSys27,AB-1CD-5,11.12.2023,08:58:07,OK,OK,00:02:15,00:02:15,0.0
MatNr1,1772,PrMod1,TSys27,AB-1CD-6,11.12.2023,09:23:50,System_issue,System_error,00:01:42,00:01:42,0.0
MatNr3,1773,PrMod1,TSys54,AB-1CD-3,11.12.2023,09:51:06,angel_to_wide,Tolerance_violence,00:01:54,00:01:54,-0.0
MatNr1,1774,PrMod1,TSys54,AB-3CD-2,11.12.2023,10:15:09,OK,OK,00:02:04,00:02:04,0.0
MatNr3,1775,PrMod1,TSys27,AB-2CD-8,11.12.2023,10:39:40,OK,OK,00:02:00,00:02:00,0.0
MatNr2,1776,PrMod1,TSys32,AB-3CD-2,11.12.2023,11:01:20,OK,OK,00:02:05,00:02:05,0.0
MatNr1,1777,PrMod4,TSys32,AB-3CD-1,11.12.2023,11:25:59,OK,OK,00:01:54,00:01:54,0.0
MatNr3,1778,PrMod4,TSys32,AB-2CD-6,11.12.2023,11:51:10,System_issue,System_error,00:01:58,00:01:58,0.0
MatNr3,1778,PrMod4,TSys32,AB-2CD-6,11.12.2023,11:56:47,System_issue,System_error,00:02:04,00:02:04,0.0
MatNr2,1779,PrMod1,TSys54,AB-3CD-3,11.12.2023,12:19:17,OK,OK,00:01:52,00:01:52,0.0
MatNr2,1780,PrMod3,TSys54,AB-2CD-4,11.12.2023,12:42:44,OK,OK,00:01:34,00:01:34,0.0
MatNr3,1781,PrMod4,TSys32,AB-3CD-1,11.12.2023,13:04:34,OK,OK,00:02:03,00:02:03,0.0
MatNr1,1782,PrMod2,TSys54,AB-3CD-5,11.12.2023,13:26:43,OK,OK,00:02:18,00:02:18,0.0
MatNr1,1783,PrMod3,TSys54,AB-1CD-6,11.12.2023,13:52:04,OK,OK,00:02:14,00:02:14,0.0
MatNr3,1784,PrMod2,TSys27,AB-1CD-1,11.12.2023,14:15:10,OK,OK,00:01:47,00:01:47,0.0
MatNr2,1785,PrMod1,TSys32,AB-2CD-2,11.12.2023,14:36:28,Angel_to_low,Tolerance_violence,00:02:23,00:02:23,0.0
MatNr3,1786,PrMod3,TSys32,AB-1CD-7,11.12.2023,15:02:55,OK,OK,00:02:22,00:02:22,0.0
MatNr1,1787,PrMod3,TSys32,AB-3CD-0,11.12.2023,15:25:04,OK,OK,00:01:41,00:01:41,0.0
MatNr3,1788,PrMod1,TSys32,AB-1CD-0,11.12.2023,15:47:50,OK,OK,00:02:34,00:02:34,0.0
MatNr2,1789,PrMod3,TSys54,AB-1CD-7,11.12.2023,16:11:47,System_issue,System_error,00:02:15,00:02:15,0.0
MatNr3,1790,PrMod4,TSys54,AB-1CD-8,11.12.2023,16:35:59,System_issue,System_error,00:02:14,00:02:14,0.0
MatNr3,1791,PrMod3,TSys27,AB-3CD-5,11.12.2023,16:59:41,OK,OK,00:02:22,00:02:22,0.0
MatNr2,1792,PrMod4,TSys27,AB-3CD-6,11.12.2023,17:23:03,OK,OK,00:02:43,00:02:43,0.0
MatNr1,1793,PrMod3,TSys27,AB-2CD-3,11.12.2023,17:46:59,OK,OK,00:02:31,00:02:31,0.0
MatNr2,1794,PrMod1,TSys32,AB-2CD-7,11.12.2023,18:11:21,OK,OK,00:02:09,00:02:09,0.0
MatNr1,1795,PrMod2,TSys54,AB-3CD-0,11.12.2023,18:33:30,System_issue,System_error,00:02:01,00:02:01,0.0
MatNr1,1796,PrMod2,TSys54,AB-2CD-9,11.12.2023,18:56:35,OK,OK,00:02:08,00:02:08,0.0
MatNr3,1797,PrMod2,TSys32,AB-1CD-0,11.12.2023,19:21:56,OK,OK,00:01:42,00:01:42,0.0
MatNr2,1798,PrMod3,TSys54,AB-2CD-9,11.12.2023,19:41:45,OK,OK,00:02:25,00:02:25,0.0
MatNr2,1799,PrMod3,TSys32,AB-2CD-1,11.12.2023,20:07:09,OK,OK,00:01:47,00:01:47,0.0
MatNr1,1800,PrMod1,TSys54,AB-2CD-7,11.12.2023,20:31:31,OK,OK,00:01:35,00:01:35,0.0
MatNr3,1801,PrMod1,TSys54,AB-2CD-4,11.12.2023,20:55:00,OK,OK,00:01:24,00:01:24,0.0
MatNr3,1802,PrMod2,TSys27,AB-3CD-0,11.12.2023,21:15:41,OK,OK,00:02:30,00:02:30,0.0
MatNr3,1803,PrMod4,TSys54,AB-2CD-4,11.12.2023,21:38:32,OK,OK,00:02:14,00:02:14,0.0
MatNr3,1804,PrMod3,TSys27,AB-1CD-4,11.12.2023,22:04:46,angel_to_wide,Tolerance_violence,00:02:25,00:02:25,0.0
MatNr3,1805,PrMod3,TSys54,AB-2CD-5,11.12.2023,22:26:54,OK,OK,00:02:37,00:02:37,0.0
MatNr2,1806,PrMod1,TSys54,AB-2CD-8,11.12.2023,22:52:51,OK,OK,00:02:28,00:02:28,0.0
MatNr3,1807,PrMod2,TSys54,AB-2CD-5,11.12.2023,23:13:06,OK,OK,00:01:49,00:01:49,0.0
MatNr3,1808,PrMod1,TSys54,AB-3CD-2,11.12.2023,23:43:20,angel_to_wide,Tolerance_violence,00:02:27,00:02:27,0.0
MatNr1,1809,PrMod2,TSys27,AB-3CD-7,12.12.2023,00:05:44,System_issue,System_error,00:01:58,00:01:58,0.0
MatNr3,1810,PrMod3,TSys32,AB-3CD-9,12.12.2023,00:29:11,OK,OK,00:02:05,00:02:05,0.0
MatNr2,1811,PrMod4,TSys27,AB-3CD-2,12.12.2023,00:52:49,OK,OK,00:01:44,00:01:44,0.0
MatNr3,1812,PrMod1,TSys32,AB-2CD-0,12.12.2023,01:18:59,Angel_to_low,Tolerance_violence,00:01:47,00:01:47,0.0
MatNr2,1813,PrMod4,TSys27,AB-1CD-3,12.12.2023,01:43:05,OK,OK,00:01:37,00:01:37,0.0
MatNr3,1814,PrMod4,TSys27,AB-1CD-7,12.12.2023,02:05:04,OK,OK,00:02:39,00:02:39,0.0
MatNr2,1815,PrMod4,TSys32,AB-2CD-5,12.12.2023,02:28:44,angel_to_wide,Tolerance_violence,00:02:23,00:02:23,0.0
MatNr3,1816,PrMod3,TSys27,AB-1CD-2,12.12.2023,02:54:37,OK,OK,00:01:30,00:01:30,0.0
MatNr1,1817,PrMod1,TSys27,AB-3CD-9,12.12.2023,03:17:15,OK,OK,00:01:50,00:01:50,0.0
MatNr2,1818,PrMod1,TSys32,AB-3CD-8,12.12.2023,03:38:52,OK,OK,00:02:29,00:02:29,0.0
MatNr2,1819,PrMod2,TSys54,AB-3CD-2,12.12.2023,04:02:36,OK,OK,00:02:03,00:02:03,0.0
MatNr3,1820,PrMod2,TSys32,AB-3CD-7,12.12.2023,04:24:33,OK,OK,00:02:18,00:02:18,0.0
MatNr1,1821,PrMod1,TSys54,AB-1CD-3,12.12.2023,04:46:23,OK,OK,00:01:57,00:01:57,0.0
MatNr1,1822,PrMod1,TSys27,AB-2CD-9,12.12.2023,05:09:18,OK,OK,00:02:03,00:02:03,0.0
MatNr1,1823,PrMod3,TSys27,AB-2CD-2,12.12.2023,05:30:39,OK,OK,00:01:58,00:01:58,0.0
MatNr1,1824,PrMod1,TSys32,AB-2CD-8,12.12.2023,05:53:56,Angel_to_low,Tolerance_violence,00:02:47,00:02:47,0.0
MatNr3,1825,PrMod4,TSys54,AB-1CD-2,12.12.2023,06:14:44,OK,OK,00:01:37,00:01:37,0.0
MatNr3,1826,PrMod3,TSys32,AB-3CD-4,12.12.2023,06:38:25,OK,OK,00:01:43,00:01:43,0.0
MatNr2,1827,PrMod3,TSys32,AB-2CD-8,12.12.2023,07:03:16,OK,OK,00:01:16,00:01:16,0.0
MatNr2,1828,PrMod2,TSys32,AB-1CD-5,12.12.2023,07:24:25,OK,OK,00:01:56,00:01:56,0.0
MatNr2,1829,PrMod1,TSys32,AB-1CD-4,12.12.2023,07:47:38,OK,OK,00:02:02,00:02:02,0.0
MatNr3,1830,PrMod4,TSys32,AB-3CD-0,12.12.2023,08:09:18,OK,OK,00:02:16,00:02:16,0.0
MatNr1,1831,PrMod1,TSys27,AB-2CD-4,12.12.2023,08:33:48,OK,OK,00:01:58,00:01:58,-0.0
MatNr3,1832,PrMod2,TSys32,AB-2CD-5,12.12.2023,08:59:03,angel_to_wide,Tolerance_violence,00:01:32,00:01:32,-0.0
MatNr3,1833,PrMod3,TSys27,AB-3CD-1,12.12.2023,09:20:22,OK,OK,00:01:41,00:01:41,0.0
MatNr3,1834,PrMod3,TSys27,AB-3CD-5,12.12.2023,09:42:16,OK,OK,00:02:23,00:02:23,-0.0
MatNr1,1835,PrMod4,TSys32,AB-3CD-4,12.12.2023,10:07:36,OK,OK,00:01:51,00:01:51,0.0
MatNr1,1836,PrMod3,TSys32,AB-1CD-9,12.12.2023,10:30:46,OK,OK,00:01:45,00:01:45,0.0
MatNr3,1837,PrMod4,TSys54,AB-1CD-6,12.12.2023,11:03:40,angel_to_wide,Tolerance_violence,00:02:08,00:02:08,0.0
MatNr2,1838,PrMod2,TSys32,AB-2CD-9,12.12.2023,11:27:45,OK,OK,00:01:54,00:01:54,0.0
MatNr2,1839,PrMod4,TSys32,AB-2CD-5,12.12.2023,11:50:20,angel_to_wide,Tolerance_violence,00:01:45,00:01:45,0.0
MatNr2,1840,PrMod4,TSys32,AB-3CD-6,12.12.2023,12:14:23,OK,OK,00:02:09,00:02:09,0.0
MatNr1,1841,PrMod1,TSys27,AB-3CD-3,12.12.2023,12:35:10,OK,OK,00:01:52,00:01:52,-0.0
MatNr1,1842,PrMod3,TSys54,AB-3CD-3,12.12.2023,12:58:36,OK,OK,00:01:43,00:01:43,0.0
MatNr1,1843,PrMod2,TSys32,AB-1CD-8,12.12.2023,13:21:32,OK,OK,00:02:04,00:02:04,0.0
MatNr1,1844,PrMod4,TSys32,AB-1CD-5,12.12.2023,13:45:45,OK,OK,00:01:53,00:01:53,0.0
MatNr1,1845,PrMod4,TSys54,AB-3CD-8,12.12.2023,14:06:21,OK,OK,00:02:36,00:02:36,0.0
MatNr2,1846,PrMod2,TSys32,AB-1CD-6,12.12.2023,14:30:46,System_issue,System_error,00:01:43,00:01:43,0.0
MatNr2,1847,PrMod2,TSys54,AB-1CD-0,12.12.2023,14:57:08,OK,OK,00:02:07,00:02:07,0.0
MatNr1,1848,PrMod1,TSys54,AB-2CD-0,12.12.2023,15:19:06,angel_to_wide,Tolerance_violence,00:01:42,00:01:42,0.0
MatNr1,1849,PrMod2,TSys27,AB-3CD-8,12.12.2023,15:41:30,OK,OK,00:01:51,00:01:51,0.0
MatNr1,1850,PrMod2,TSys54,AB-2CD-3,12.12.2023,16:01:13,OK,OK,00:01:54,00:01:54,0.0
MatNr3,1851,PrMod1,TSys54,AB-2CD-3,12.12.2023,16:24:19,OK,OK,00:01:40,00:01:40,0.0
MatNr1,1852,PrMod4,TSys54,AB-1CD-3,12.12.2023,16:50:07,OK,OK,00:02:15,00:02:15,-0.0
MatNr2,1853,PrMod1,TSys54,AB-3CD-5,12.12.2023,17:12:59,System_issue,System_error,00:02:31,00:02:31,0.0
MatNr1,1854,PrMod3,TSys54,AB-3CD-9,12.12.2023,17:35:08,OK,OK,00:02:37,00:02:37,0.0
MatNr1,1855,PrMod4,TSys27,AB-1CD-8,12.12.2023,18:04:19,Angel_to_low,Tolerance_violence,00:01:59,00:01:59,-0.0
MatNr3,1856,PrMod4,TSys32,AB-1CD-0,12.12.2023,18:27:33,System_issue,System_error,00:01:43,00:01:43,0.0
MatNr3,1857,PrMod4,TSys32,AB-1CD-7,12.12.2023,18:51:37,OK,OK,00:02:13,00:02:13,0.0
MatNr2,1858,PrMod1,TSys32,AB-1CD-5,12.12.2023,19:15:46,OK,OK,00:01:38,00:01:38,0.0
MatNr1,1859,PrMod3,TSys32,AB-3CD-2,12.12.2023,19:39:39,System_issue,System_error,00:02:14,00:02:14,0.0
MatNr3,1860,PrMod3,TSys32,AB-1CD-8,12.12.2023,20:05:33,Angel_to_low,Tolerance_violence,00:02:26,00:02:26,0.0
MatNr3,1861,PrMod1,TSys27,AB-3CD-1,12.12.2023,20:32:39,System_issue,System_error,00:02:36,00:02:36,0.0
MatNr3,1861,PrMod1,TSys27,AB-3CD-1,12.12.2023,20:39:24,System_issue,System_error,00:02:01,00:02:01,0.0
MatNr2,1862,PrMod2,TSys27,AB-3CD-0,12.12.2023,21:02:41,OK,OK,00:01:54,00:01:54,-0.0
MatNr1,1863,PrMod3,TSys54,AB-1CD-5,12.12.2023,21:32:12,Angel_to_low,Tolerance_violence,00:02:10,00:02:10,0.0
MatNr3,1864,PrMod4,TSys54,AB-1CD-9,12.12.2023,21:55:06,angel_to_wide,Tolerance_violence,00:01:14,00:01:14,0.0
MatNr2,1865,PrMod4,TSys54,AB-1CD-7,12.12.2023,22:18:06,angel_to_wide,Tolerance_violence,00:02:22,00:02:22,0.0
MatNr2,1866,PrMod4,TSys27,AB-2CD-1,12.12.2023,22:40:57,Angel_to_low,Tolerance_violence,00:02:10,00:02:10,0.0
MatNr1,1867,PrMod2,TSys32,AB-3CD-4,12.12.2023,23:05:24,angel_to_wide,Tolerance_violence,00:02:13,00:02:13,0.0
MatNr2,1868,PrMod3,TSys54,AB-3CD-5,12.12.2023,23:32:15,OK,OK,00:01:52,00:01:52,0.0
MatNr1,1869,PrMod3,TSys32,AB-2CD-5,12.12.2023,23:52:16,OK,OK,00:01:57,00:01:57,0.0
MatNr2,1870,PrMod4,TSys54,AB-2CD-6,13.12.2023,00:14:04,OK,OK,00:01:57,00:01:57,0.0
MatNr3,1871,PrMod3,TSys32,AB-1CD-1,13.12.2023,00:34:18,OK,OK,00:01:22,00:01:22,0.0
MatNr3,1872,PrMod4,TSys27,AB-3CD-8,13.12.2023,00:57:10,OK,OK,00:01:43,00:01:43,0.0
MatNr2,1873,PrMod1,TSys27,AB-2CD-0,13.12.2023,01:20:53,OK,OK,00:02:02,00:02:02,0.0
MatNr1,1874,PrMod4,TSys27,AB-1CD-3,13.12.2023,01:47:05,OK,OK,00:02:18,00:02:18,0.0
MatNr2,1875,PrMod1,TSys27,AB-2CD-5,13.12.2023,02:09:08,OK,OK,00:02:10,00:02:10,0.0
MatNr2,1876,PrMod4,TSys32,AB-2CD-5,13.12.2023,02:31:17,OK,OK,00:01:26,00:01:26,0.0
MatNr3,1877,PrMod3,TSys32,AB-1CD-4,13.12.2023,02:56:48,OK,OK,00:01:39,00:01:39,-0.0
MatNr3,1878,PrMod4,TSys27,AB-1CD-6,13.12.2023,03:20:09,OK,OK,00:02:08,00:02:08,0.0
MatNr1,1879,PrMod1,TSys27,AB-3CD-1,13.12.2023,03:41:39,OK,OK,00:02:33,00:02:33,0.0
MatNr1,1880,PrMod3,TSys32,AB-3CD-7,13.12.2023,04:03:35,OK,OK,00:02:01,00:02:01,0.0
MatNr2,1881,PrMod1,TSys27,AB-3CD-6,13.12.2023,04:24:47,OK,OK,00:02:19,00:02:19,0.0
MatNr3,1882,PrMod1,TSys54,AB-3CD-4,13.12.2023,04:50:27,OK,OK,00:01:43,00:01:43,0.0
MatNr2,1883,PrMod1,TSys54,AB-2CD-1,13.12.2023,05:13:21,OK,OK,00:01:59,00:01:59,0.0
MatNr2,1884,PrMod1,TSys54,AB-3CD-7,13.12.2023,05:39:02,System_issue,System_error,00:02:21,00:02:21,0.0
MatNr2,1885,PrMod1,TSys54,AB-3CD-9,13.12.2023,06:01:14,OK,OK,00:02:12,00:02:12,0.0
MatNr2,1886,PrMod4,TSys54,AB-1CD-4,13.12.2023,06:23:12,OK,OK,00:02:08,00:02:08,0.0
MatNr3,1887,PrMod4,TSys54,AB-1CD-5,13.12.2023,06:49:43,System_issue,System_error,00:01:56,00:01:56,0.0
MatNr1,1888,PrMod1,TSys32,AB-2CD-7,13.12.2023,07:09:56,System_issue,System_error,00:01:42,00:01:42,0.0
MatNr1,1889,PrMod3,TSys54,AB-1CD-9,13.12.2023,07:31:34,OK,OK,00:02:25,00:02:25,0.0
MatNr2,1890,PrMod3,TSys27,AB-3CD-4,13.12.2023,07:55:43,OK,OK,00:01:43,00:01:43,0.0
MatNr1,1891,PrMod1,TSys54,AB-2CD-1,13.12.2023,08:16:45,Angel_to_low,Tolerance_violence,00:01:59,00:01:59,0.0
MatNr3,1892,PrMod2,TSys54,AB-1CD-1,13.12.2023,08:41:51,System_issue,System_error,00:02:01,00:02:01,0.0
MatNr1,1893,PrMod4,TSys27,AB-3CD-8,13.12.2023,09:03:52,OK,OK,00:02:16,00:02:16,0.0
MatNr3,1894,PrMod1,TSys54,AB-2CD-3,13.12.2023,09:27:52,OK,OK,00:01:54,00:01:54,0.0
MatNr2,1895,PrMod1,TSys32,AB-3CD-3,13.12.2023,09:51:55,System_issue,System_error,00:02:48,00:02:48,-0.0
MatNr2,1895,PrMod1,TSys32,AB-3CD-3,13.12.2023,09:58:17,System_issue,System_error,00:01:55,00:01:55,0.0
MatNr2,1896,PrMod2,TSys54,AB-1CD-7,13.12.2023,10:21:12,OK,OK,00:02:13,00:02:13,0.0
MatNr3,1897,PrMod1,TSys32,AB-2CD-8,13.12.2023,10:44:25,Angel_to_low,Tolerance_violence,00:02:31,00:02:31,0.0
MatNr3,1898,PrMod2,TSys32,AB-3CD-0,13.12.2023,11:09:04,OK,OK,00:02:17,00:02:17,0.0
MatNr1,1899,PrMod1,TSys32,AB-1CD-0,13.12.2023,11:32:34,OK,OK,00:01:53,00:01:53,0.0
MatNr1,1900,PrMod1,TSys54,AB-1CD-9,13.12.2023,11:54:50,Angel_to_low,Tolerance_violence,00:01:46,00:01:46,0.0
MatNr3,1901,PrMod4,TSys27,AB-3CD-0,13.12.2023,12:17:38,OK,OK,00:01:25,00:01:25,0.0
MatNr2,1902,PrMod1,TSys32,AB-2CD-9,13.12.2023,12:38:47,OK,OK,00:02:02,00:02:02,0.0
MatNr3,1903,PrMod1,TSys32,AB-2CD-9,13.12.2023,13:05:31,Angel_to_low,Tolerance_violence,00:01:39,00:01:39,0.0
MatNr2,1904,PrMod4,TSys54,AB-3CD-0,13.12.2023,13:26:39,OK,OK,00:02:22,00:02:22,0.0
MatNr2,1905,PrMod2,TSys32,AB-1CD-1,13.12.2023,13:46:53,System_issue,System_error,00:01:54,00:01:54,0.0
MatNr1,1906,PrMod1,TSys54,AB-3CD-7,13.12.2023,14:08:02,System_issue,System_error,00:02:06,00:02:06,0.0
MatNr1,1907,PrMod4,TSys32,AB-2CD-0,13.12.2023,14:31:09,OK,OK,00:02:00,00:02:00,0.0
MatNr3,1908,PrMod2,TSys54,AB-2CD-2,13.12.2023,14:55:53,angel_to_wide,Tolerance_violence,00:02:02,00:02:02,0.0
MatNr3,1909,PrMod1,TSys27,AB-3CD-8,13.12.2023,15:20:01,OK,OK,00:02:30,00:02:30,0.0
MatNr1,1910,PrMod2,TSys32,AB-2CD-6,13.12.2023,15:42:57,OK,OK,00:01:55,00:01:55,0.0
MatNr2,1911,PrMod3,TSys54,AB-3CD-8,13.12.2023,16:01:43,OK,OK,00:02:26,00:02:26,0.0
MatNr1,1912,PrMod4,TSys54,AB-3CD-6,13.12.2023,16:24:40,OK,OK,00:01:42,00:01:42,0.0
MatNr1,1913,PrMod4,TSys32,AB-2CD-8,13.12.2023,16:48:34,angel_to_wide,Tolerance_violence,00:01:38,00:01:38,-0.0
MatNr2,1914,PrMod1,TSys27,AB-2CD-7,13.12.2023,17:19:24,System_issue,System_error,00:01:40,00:01:40,0.0
MatNr2,1915,PrMod2,TSys27,AB-3CD-0,13.12.2023,17:42:40,angel_to_wide,Tolerance_violence,00:02:17,00:02:17,0.0
MatNr1,1916,PrMod1,TSys32,AB-2CD-9,13.12.2023,18:05:04,OK,OK,00:01:57,00:01:57,0.0
MatNr2,1917,PrMod4,TSys32,AB-1CD-4,13.12.2023,18:29:54,OK,OK,00:02:15,00:02:15,0.0
