MaterialNr,SerialNr,CheckMode,TestSystem,Description,Date,Time,Error,ErrorCat,Duration,Duration.1
MatNr2,2097,PrMod1,TSys27,AB-1CD-8,18.09.2024,23:18:08,OK,OK,00:01:50,00:01:50
MatNr3,2098,PrMod2,TSys32,AB-1CD-5,18.09.2024,23:41:38,OK,OK,00:02:16,00:02:16
MatNr3,2099,PrMod1,TSys32,AB-2CD-5,19.09.2024,00:03:25,OK,OK,00:01:30,00:01:30
MatNr1,2100,PrMod2,TSys54,AB-2CD-3,19.09.2024,00:26:51,OK,OK,00:02:04,00:02:04
MatNr3,2101,PrMod1,TSys27,AB-1CD-7,19.09.2024,00:50:04,OK,OK,00:02:39,00:02:39
MatNr3,2102,PrMod1,TSys54,AB-2CD-3,19.09.2024,01:14:47,OK,OK,00:01:38,00:01:38
MatNr2,2103,PrMod4,TSys27,AB-1CD-6,19.09.2024,01:35:32,OK,OK,00:01:56,00:01:56
MatNr1,2104,PrMod4,TSys27,AB-3CD-2,19.09.2024,02:01:35,temperature_to_high,Tolerance_violence,00:02:08,00:02:08
MatNr3,2105,PrMod4,TSys54,AB-3CD-3,19.09.2024,02:25:51,OK,OK,00:01:40,00:01:40
MatNr3,2106,PrMod2,TSys32,AB-1CD-9,19.09.2024,02:49:23,Angel_to_low,Tolerance_violence,00:02:13,00:02:13
MatNr2,2107,PrMod4,TSys54,AB-3CD-8,19.09.2024,03:10:31,OK,OK,00:02:05,00:02:05
MatNr3,2108,PrMod4,TSys27,AB-3CD-6,19.09.2024,03:33:46,System_issue,System_error,00:02:27,00:02:27
MatNr3,2109,PrMod1,TSys54,AB-2CD-9,19.09.2024,03:57:14,System_issue,System_error,00:01:31,00:01:31
MatNr3,2110,PrMod2,TSys32,AB-2CD-0,19.09.2024,04:21:55,Angel_to_low,Tolerance_violence,00:01:49,00:01:49
MatNr1,2111,PrMod2,TSys32,AB-1CD-7,19.09.2024,04:50:12,Angel_to_low,Tolerance_violence,00:01:53,00:01:53
MatNr1,2112,PrMod2,TSys54,AB-1CD-4,19.09.2024,05:12:53,Angel_to_low,Tolerance_violence,00:01:56,00:01:56
MatNr1,2113,PrMod3,TSys27,AB-3CD-3,19.09.2024,05:36:44,OK,OK,00:02:15,00:02:15
MatNr2,2114,PrMod3,TSys54,AB-1CD-6,19.09.2024,06:02:02,angel_to_wide,Tolerance_violence,00:02:33,00:02:33
MatNr2,2115,PrMod4,TSys27,AB-2CD-2,19.09.2024,06:27:28,OK,OK,00:01:42,00:01:42
MatNr1,2116,PrMod2,TSys54,AB-2CD-7,19.09.2024,06:49:10,OK,OK,00:02:38,00:02:38
MatNr1,2117,PrMod1,TSys54,AB-1CD-9,19.09.2024,07:12:56,OK,OK,00:01:36,00:01:36
MatNr2,2118,PrMod1,TSys54,AB-2CD-5,19.09.2024,07:36:15,OK,OK,00:01:47,00:01:47
MatNr3,2119,PrMod2,TSys27,AB-1CD-9,19.09.2024,07:57:41,OK,OK,00:01:23,00:01:23
MatNr1,2120,PrMod3,TSys54,AB-3CD-3,19.09.2024,08:20:57,OK,OK,00:02:20,00:02:20
MatNr2,2121,PrMod4,TSys27,AB-2CD-6,19.09.2024,08:47:44,OK,OK,00:01:29,00:01:29
MatNr1,2122,PrMod4,TSys54,AB-1CD-7,19.09.2024,09:10:14,temperature_to_high,Tolerance_violence,00:02:00,00:02:00
MatNr3,2123,PrMod1,TSys32,AB-3CD-2,19.09.2024,09:35:05,Angel_to_low,Tolerance_violence,00:02:18,00:02:18
MatNr3,2124,PrMod4,TSys54,AB-3CD-0,19.09.2024,09:59:11,System_issue,System_error,00:01:30,00:01:30
MatNr1,2125,PrMod4,TSys54,AB-3CD-0,19.09.2024,10:23:16,OK,OK,00:02:08,00:02:08
MatNr3,2126,PrMod2,TSys54,AB-1CD-3,19.09.2024,10:45:52,OK,OK,00:01:59,00:01:59
MatNr1,2127,PrMod1,TSys54,AB-2CD-0,19.09.2024,11:09:59,OK,OK,00:02:11,00:02:11
MatNr1,2128,PrMod1,TSys32,AB-3CD-8,19.09.2024,11:34:20,System_issue,System_error,00:01:32,00:01:32
MatNr2,2129,PrMod4,TSys54,AB-2CD-4,19.09.2024,11:58:30,OK,OK,00:01:43,00:01:43
MatNr1,2130,PrMod2,TSys32,AB-1CD-7,19.09.2024,12:21:25,Angel_to_low,Tolerance_violence,00:01:41,00:01:41
MatNr2,2131,PrMod3,TSys32,AB-2CD-9,19.09.2024,12:44:36,angel_to_wide,Tolerance_violence,00:02:26,00:02:26
MatNr1,2132,PrMod2,TSys54,AB-3CD-1,19.09.2024,13:09:04,OK,OK,00:02:01,00:02:01
MatNr3,2133,PrMod3,TSys32,AB-1CD-9,19.09.2024,13:32:43,OK,OK,00:02:09,00:02:09
MatNr2,2134,PrMod2,TSys27,AB-1CD-5,19.09.2024,13:57:44,OK,OK,00:01:54,00:01:54
MatNr2,2135,PrMod4,TSys32,AB-3CD-5,19.09.2024,14:22:17,OK,OK,00:02:06,00:02:06
MatNr1,2136,PrMod2,TSys54,AB-1CD-8,19.09.2024,14:44:07,System_issue,System_error,00:02:10,00:02:10
MatNr3,2137,PrMod1,TSys27,AB-2CD-5,19.09.2024,15:09:53,angel_to_wide,Tolerance_violence,00:02:05,00:02:05
MatNr3,2138,PrMod3,TSys27,AB-2CD-2,19.09.2024,15:33:51,OK,OK,00:02:29,00:02:29
MatNr1,2139,PrMod4,TSys27,AB-3CD-7,19.09.2024,15:56:09,OK,OK,00:01:52,00:01:52
MatNr3,2140,PrMod4,TSys32,AB-1CD-3,19.09.2024,16:19:05,angel_to_wide,Tolerance_violence,00:01:58,00:01:58
MatNr1,2141,PrMod4,TSys27,AB-2CD-3,19.09.2024,16:39:14,OK,OK,00:01:48,00:01:48
MatNr3,2142,PrMod3,TSys54,AB-3CD-4,19.09.2024,17:01:05,OK,OK,00:02:28,00:02:28
MatNr2,2143,PrMod4,TSys32,AB-1CD-0,19.09.2024,17:24:20,OK,OK,00:02:02,00:02:02
MatNr1,2144,PrMod4,TSys27,AB-2CD-4,19.09.2024,17:47:26,System_issue,System_error,00:01:59,00:01:59
MatNr1,2145,PrMod2,TSys32,AB-1CD-0,19.09.2024,18:08:35,OK,OK,00:02:03,00:02:03
MatNr3,2146,PrMod4,TSys27,AB-3CD-0,19.09.2024,18:28:46,OK,OK,00:01:08,00:01:08
MatNr3,2147,PrMod2,TSys32,AB-3CD-1,19.09.2024,18:59:17,angel_to_wide,Tolerance_violence,00:02:09,00:02:09
MatNr3,2148,PrMod2,TSys54,AB-2CD-8,19.09.2024,19:20:59,OK,OK,00:02:14,00:02:14
MatNr2,2149,PrMod3,TSys27,AB-1CD-5,19.09.2024,19:40:00,OK,OK,00:02:28,00:02:28
MatNr3,2150,PrMod4,TSys54,AB-3CD-8,19.09.2024,20:07:42,System_issue,System_error,00:02:17,00:02:17
MatNr3,2151,PrMod1,TSys27,AB-3CD-4,19.09.2024,20:31:14,System_issue,System_error,00:01:33,00:01:33
MatNr1,2152,PrMod2,TSys32,AB-3CD-2,19.09.2024,20:56:31,Angel_to_low,Tolerance_violence,00:01:58,00:01:58
MatNr1,2153,PrMod3,TSys54,AB-3CD-9,19.09.2024,21:19:39,OK,OK,00:02:21,00:02:21
MatNr1,2154,PrMod4,TSys27,AB-2CD-0,19.09.2024,21:45:52,OK,OK,00:01:26,00:01:26
MatNr1,2155,PrMod1,TSys27,AB-3CD-4,19.09.2024,22:08:46,OK,OK,00:02:14,00:02:14
MatNr2,2156,PrMod4,TSys32,AB-2CD-8,19.09.2024,22:33:30,OK,OK,00:02:09,00:02:09
MatNr1,2157,PrMod1,TSys27,AB-1CD-1,19.09.2024,22:56:28,Angel_to_low,Tolerance_violence,00:01:56,00:01:56
MatNr1,2158,PrMod3,TSys27,AB-1CD-5,19.09.2024,23:24:21,temperature_to_high,Tolerance_violence,00:02:01,00:02:01
MatNr3,2159,PrMod3,TSys32,AB-2CD-1,19.09.2024,23:49:37,OK,OK,00:02:18,00:02:18
MatNr2,2160,PrMod2,TSys32,AB-1CD-1,20.09.2024,00:13:49,OK,OK,00:01:31,00:01:31
MatNr2,2161,PrMod4,TSys27,AB-2CD-4,20.09.2024,00:37:04,OK,OK,00:02:23,00:02:23
MatNr3,2162,PrMod1,TSys54,AB-1CD-6,20.09.2024,01:01:32,OK,OK,00:02:18,00:02:18
MatNr2,2163,PrMod1,TSys54,AB-1CD-6,20.09.2024,01:25:43,OK,OK,00:01:39,00:01:39
MatNr1,2164,PrMod3,TSys27,AB-1CD-2,20.09.2024,01:54:09,angel_to_wide,Tolerance_violence,00:01:51,00:01:51
MatNr3,2165,PrMod2,TSys54,AB-2CD-5,20.09.2024,02:19:45,OK,OK,00:01:54,00:01:54
MatNr1,2166,PrMod3,TSys54,AB-2CD-2,20.09.2024,02:41:04,OK,OK,00:02:10,00:02:10
MatNr2,2167,PrMod2,TSys54,AB-1CD-6,20.09.2024,03:04:09,OK,OK,00:01:57,00:01:57
MatNr1,2168,PrMod4,TSys27,AB-3CD-4,20.09.2024,03:25:59,temperature_to_high,Tolerance_violence,00:01:50,00:01:50
MatNr3,2169,PrMod1,TSys32,AB-1CD-2,20.09.2024,03:50:30,OK,OK,00:01:39,00:01:39
MatNr1,2170,PrMod1,TSys32,AB-1CD-7,20.09.2024,04:13:29,OK,OK,00:01:53,00:01:53
MatNr1,2171,PrMod4,TSys27,AB-1CD-5,20.09.2024,04:37:07,System_issue,System_error,00:02:16,00:02:16
MatNr2,2172,PrMod3,TSys54,AB-3CD-5,20.09.2024,04:58:37,System_issue,System_error,00:01:45,00:01:45
MatNr3,2173,PrMod2,TSys54,AB-2CD-2,20.09.2024,05:20:35,OK,OK,00:02:15,00:02:15
MatNr3,2174,PrMod3,TSys27,AB-3CD-5,20.09.2024,05:43:30,OK,OK,00:02:27,00:02:27
MatNr2,2175,PrMod4,TSys27,AB-2CD-4,20.09.2024,06:07:56,System_issue,System_error,00:01:54,00:01:54
MatNr2,2176,PrMod4,TSys27,AB-2CD-2,20.09.2024,06:29:07,OK,OK,00:01:55,00:01:55
MatNr2,2177,PrMod4,TSys32,AB-1CD-9,20.09.2024,06:47:59,Angel_to_low,Tolerance_violence,00:02:01,00:02:01
MatNr2,2178,PrMod4,TSys54,AB-2CD-5,20.09.2024,07:10:11,OK,OK,00:02:09,00:02:09
MatNr1,2179,PrMod3,TSys27,AB-2CD-2,20.09.2024,07:35:44,angel_to_wide,Tolerance_violence,00:01:38,00:01:38
MatNr2,2180,PrMod4,TSys54,AB-2CD-8,20.09.2024,07:58:06,Angel_to_low,Tolerance_violence,00:01:47,00:01:47
MatNr1,2181,PrMod3,TSys32,AB-1CD-8,20.09.2024,08:20:55,OK,OK,00:01:44,00:01:44
MatNr2,2182,PrMod4,TSys27,AB-2CD-9,20.09.2024,08:45:00,OK,OK,00:02:05,00:02:05
MatNr2,2183,PrMod4,TSys32,AB-2CD-7,20.09.2024,09:07:31,OK,OK,00:02:16,00:02:16
MatNr1,2184,PrMod3,TSys32,AB-3CD-6,20.09.2024,09:31:02,OK,OK,00:01:20,00:01:20
MatNr1,2185,PrMod2,TSys27,AB-2CD-6,20.09.2024,09:53:17,OK,OK,00:01:48,00:01:48
MatNr2,2186,PrMod3,TSys54,AB-3CD-5,20.09.2024,10:15:56,OK,OK,00:01:57,00:01:57
MatNr2,2187,PrMod4,TSys54,AB-3CD-3,20.09.2024,10:40:17,OK,OK,00:01:48,00:01:48
MatNr1,2188,PrMod2,TSys54,AB-3CD-0,20.09.2024,11:09:01,angel_to_wide,Tolerance_violence,00:02:05,00:02:05
MatNr3,2189,PrMod3,TSys32,AB-1CD-2,20.09.2024,11:32:29,System_issue,System_error,00:02:25,00:02:25
MatNr2,2190,PrMod3,TSys32,AB-3CD-4,20.09.2024,11:53:58,OK,OK,00:02:15,00:02:15
MatNr3,2191,PrMod1,TSys32,AB-2CD-4,20.09.2024,12:18:08,OK,OK,00:02:14,00:02:14
MatNr1,2192,PrMod4,TSys27,AB-1CD-2,20.09.2024,12:43:34,OK,OK,00:01:44,00:01:44
MatNr3,2193,PrMod2,TSys27,AB-1CD-1,20.09.2024,13:03:31,OK,OK,00:01:54,00:01:54
MatNr1,2194,PrMod3,TSys27,AB-1CD-6,20.09.2024,13:25:58,OK,OK,00:02:28,00:02:28
MatNr3,2195,PrMod3,TSys27,AB-2CD-1,20.09.2024,13:53:35,OK,OK,00:01:53,00:01:53
MatNr2,2196,PrMod3,TSys54,AB-2CD-5,20.09.2024,14:16:22,OK,OK,00:01:46,00:01:46
MatNr1,2197,PrMod4,TSys27,AB-2CD-3,20.09.2024,14:41:18,OK,OK,00:01:41,00:01:41
MatNr2,2198,PrMod4,TSys32,AB-3CD-2,20.09.2024,15:05:51,OK,OK,00:02:10,00:02:10
MatNr3,2199,PrMod3,TSys54,AB-2CD-3,20.09.2024,15:32:08,System_issue,System_error,00:02:26,00:02:26
MatNr1,2200,PrMod2,TSys32,AB-2CD-0,20.09.2024,15:54:50,System_issue,System_error,00:01:49,00:01:49
MatNr3,2201,PrMod3,TSys27,AB-2CD-6,20.09.2024,16:14:11,OK,OK,00:02:06,00:02:06
MatNr2,2202,PrMod3,TSys27,AB-3CD-9,20.09.2024,16:39:28,OK,OK,00:02:20,00:02:20
MatNr2,2203,PrMod4,TSys54,AB-2CD-3,20.09.2024,17:02:24,OK,OK,00:01:59,00:01:59
MatNr1,2204,PrMod4,TSys27,AB-3CD-8,20.09.2024,17:26:57,OK,OK,00:02:08,00:02:08
MatNr3,2205,PrMod3,TSys32,AB-3CD-0,20.09.2024,17:52:42,OK,OK,00:02:04,00:02:04
MatNr3,2206,PrMod3,TSys32,AB-3CD-3,20.09.2024,18:17:11,OK,OK,00:01:44,00:01:44
MatNr2,2207,PrMod3,TSys54,AB-1CD-8,20.09.2024,18:40:06,OK,OK,00:02:13,00:02:13
MatNr1,2208,PrMod4,TSys54,AB-3CD-9,20.09.2024,19:04:38,OK,OK,00:01:46,00:01:46
MatNr1,2209,PrMod3,TSys27,AB-1CD-6,20.09.2024,19:25:35,OK,OK,00:02:16,00:02:16
MatNr3,2210,PrMod4,TSys27,AB-2CD-1,20.09.2024,19:55:13,angel_to_wide,Tolerance_violence,00:01:52,00:01:52
MatNr2,2211,PrMod3,TSys32,AB-1CD-6,20.09.2024,20:18:22,OK,OK,00:02:03,00:02:03
MatNr3,2212,PrMod3,TSys54,AB-1CD-2,20.09.2024,20:42:44,OK,OK,00:02:31,00:02:31
MatNr1,2213,PrMod2,TSys32,AB-3CD-9,20.09.2024,21:06:15,System_issue,System_error,00:01:32,00:01:32
MatNr3,2214,PrMod4,TSys27,AB-2CD-1,20.09.2024,21:29:54,angel_to_wide,Tolerance_violence,00:02:03,00:02:03
MatNr3,2215,PrMod4,TSys54,AB-1CD-2,20.09.2024,21:52:42,OK,OK,00:01:56,00:01:56
MatNr3,2216,PrMod4,TSys32,AB-1CD-1,20.09.2024,22:16:20,OK,OK,00:01:51,00:01:51
MatNr3,2217,PrMod1,TSys54,AB-2CD-4,20.09.2024,22:35:17,OK,OK,00:01:56,00:01:56
MatNr3,2218,PrMod4,TSys32,AB-1CD-5,20.09.2024,22:57:19,angel_to_wide,Tolerance_violence,00:01:51,00:01:51
MatNr3,2219,PrMod3,TSys27,AB-1CD-9,20.09.2024,23:21:07,System_issue,System_error,00:01:25,00:01:25
MatNr3,2220,PrMod3,TSys27,AB-2CD-3,20.09.2024,23:45:35,OK,OK,00:01:56,00:01:56
MatNr2,2221,PrMod4,TSys32,AB-2CD-0,21.09.2024,00:11:41,OK,OK,00:02:01,00:02:01
MatNr2,2222,PrMod1,TSys54,AB-3CD-1,21.09.2024,00:35:30,OK,OK,00:02:42,00:02:42
MatNr3,2223,PrMod4,TSys27,AB-3CD-6,21.09.2024,00:59:32,OK,OK,00:01:53,00:01:53
MatNr3,2224,PrMod3,TSys27,AB-1CD-1,21.09.2024,01:24:15,OK,OK,00:01:43,00:01:43
MatNr1,2225,PrMod4,TSys32,AB-3CD-8,21.09.2024,01:47:22,temperature_to_high,Tolerance_violence,00:01:32,00:01:32
MatNr1,2226,PrMod2,TSys27,AB-3CD-5,21.09.2024,02:09:38,OK,OK,00:02:20,00:02:20
MatNr2,2227,PrMod2,TSys32,AB-1CD-3,21.09.2024,02:32:15,OK,OK,00:01:20,00:01:20
MatNr3,2228,PrMod4,TSys32,AB-2CD-7,21.09.2024,02:56:27,OK,OK,00:01:47,00:01:47
MatNr1,2229,PrMod4,TSys27,AB-1CD-2,21.09.2024,03:21:43,OK,OK,00:02:09,00:02:09
MatNr3,2230,PrMod1,TSys32,AB-3CD-0,21.09.2024,03:43:19,System_issue,System_error,00:01:43,00:01:43
MatNr2,2231,PrMod2,TSys54,AB-1CD-3,21.09.2024,04:04:43,OK,OK,00:01:21,00:01:21
MatNr1,2232,PrMod2,TSys32,AB-2CD-4,21.09.2024,04:25:34,OK,OK,00:02:01,00:02:01
MatNr3,2233,PrMod1,TSys54,AB-3CD-8,21.09.2024,04:48:38,angel_to_wide,Tolerance_violence,00:01:50,00:01:50
MatNr1,2234,PrMod1,TSys54,AB-2CD-0,21.09.2024,05:12:41,angel_to_wide,Tolerance_violence,00:01:27,00:01:27
MatNr1,2235,PrMod1,TSys54,AB-1CD-7,21.09.2024,05:35:28,OK,OK,00:01:53,00:01:53
MatNr2,2236,PrMod2,TSys54,AB-3CD-1,21.09.2024,05:56:41,angel_to_wide,Tolerance_violence,00:01:00,00:01:00
MatNr3,2237,PrMod2,TSys32,AB-2CD-8,21.09.2024,06:18:41,OK,OK,00:01:51,00:01:51
MatNr3,2238,PrMod2,TSys54,AB-1CD-4,21.09.2024,06:42:05,OK,OK,00:02:36,00:02:36
MatNr1,2239,PrMod3,TSys32,AB-1CD-2,21.09.2024,07:05:09,angel_to_wide,Tolerance_violence,00:02:09,00:02:09
MatNr3,2240,PrMod4,TSys54,AB-1CD-2,21.09.2024,07:27:37,OK,OK,00:02:28,00:02:28
MatNr3,2241,PrMod3,TSys32,AB-3CD-6,21.09.2024,07:50:54,OK,OK,00:02:20,00:02:20
MatNr3,2242,PrMod2,TSys32,AB-2CD-5,21.09.2024,08:15:22,OK,OK,00:01:58,00:01:58
MatNr2,2243,PrMod3,TSys32,AB-2CD-7,21.09.2024,08:44:29,temperature_to_high,Tolerance_violence,00:02:04,00:02:04
MatNr2,2244,PrMod2,TSys54,AB-1CD-8,21.09.2024,09:06:58,System_issue,System_error,00:01:52,00:01:52
MatNr1,2245,PrMod1,TSys32,AB-2CD-1,21.09.2024,09:29:56,OK,OK,00:01:51,00:01:51
MatNr1,2246,PrMod2,TSys54,AB-3CD-5,21.09.2024,09:53:48,OK,OK,00:02:00,00:02:00
MatNr2,2247,PrMod4,TSys32,AB-2CD-6,21.09.2024,10:17:46,OK,OK,00:02:38,00:02:38
MatNr2,2248,PrMod1,TSys54,AB-1CD-0,21.09.2024,10:39:36,OK,OK,00:02:26,00:02:26
MatNr3,2249,PrMod2,TSys54,AB-2CD-3,21.09.2024,11:02:26,Angel_to_low,Tolerance_violence,00:01:47,00:01:47
MatNr2,2250,PrMod2,TSys27,AB-1CD-1,21.09.2024,11:25:56,OK,OK,00:01:47,00:01:47
MatNr3,2251,PrMod2,TSys54,AB-2CD-5,21.09.2024,11:49:29,OK,OK,00:01:48,00:01:48
MatNr3,2252,PrMod3,TSys54,AB-2CD-0,21.09.2024,12:12:07,OK,OK,00:01:35,00:01:35
MatNr3,2253,PrMod2,TSys54,AB-2CD-1,21.09.2024,12:33:41,OK,OK,00:02:08,00:02:08
MatNr1,2254,PrMod3,TSys27,AB-1CD-0,21.09.2024,13:03:40,System_issue,System_error,00:01:55,00:01:55
MatNr2,2255,PrMod3,TSys27,AB-3CD-2,21.09.2024,13:27:42,OK,OK,00:01:58,00:01:58
MatNr3,2256,PrMod3,TSys54,AB-2CD-7,21.09.2024,13:51:35,OK,OK,00:02:06,00:02:06
MatNr1,2257,PrMod3,TSys32,AB-2CD-6,21.09.2024,14:15:36,angel_to_wide,Tolerance_violence,00:01:43,00:01:43
MatNr3,2258,PrMod2,TSys54,AB-1CD-4,21.09.2024,14:39:19,OK,OK,00:01:47,00:01:47
MatNr2,2259,PrMod4,TSys27,AB-3CD-5,21.09.2024,15:03:29,OK,OK,00:02:06,00:02:06
MatNr3,2260,PrMod1,TSys32,AB-2CD-3,21.09.2024,15:29:59,System_issue,System_error,00:02:49,00:02:49
MatNr2,2261,PrMod3,TSys54,AB-2CD-7,21.09.2024,15:55:41,OK,OK,00:01:41,00:01:41
MatNr1,2262,PrMod3,TSys54,AB-3CD-3,21.09.2024,16:16:43,OK,OK,00:02:04,00:02:04
MatNr3,2263,PrMod4,TSys54,AB-3CD-2,21.09.2024,16:38:08,angel_to_wide,Tolerance_violence,00:01:51,00:01:51
MatNr1,2264,PrMod3,TSys54,AB-3CD-8,21.09.2024,17:01:16,System_issue,System_error,00:02:03,00:02:03
MatNr1,2265,PrMod2,TSys27,AB-1CD-9,21.09.2024,17:25:40,OK,OK,00:01:40,00:01:40
MatNr2,2266,PrMod3,TSys27,AB-2CD-3,21.09.2024,17:48:35,angel_to_wide,Tolerance_violence,00:01:43,00:01:43
MatNr2,2267,PrMod4,TSys27,AB-2CD-5,21.09.2024,18:11:27,OK,OK,00:01:22,00:01:22
MatNr3,2268,PrMod1,TSys27,AB-3CD-9,21.09.2024,18:32:47,OK,OK,00:01:51,00:01:51
MatNr3,2269,PrMod1,TSys54,AB-3CD-6,21.09.2024,18:54:26,System_issue,System_error,00:02:15,00:02:15
MatNr1,2270,PrMod1,TSys54,AB-3CD-2,21.09.2024,19:17:47,OK,OK,00:01:51,00:01:51
MatNr2,2271,PrMod2,TSys27,AB-3CD-0,21.09.2024,19:39:08,OK,OK,00:02:11,00:02:11
MatNr2,2272,PrMod1,TSys32,AB-2CD-8,21.09.2024,20:01:28,OK,OK,00:01:16,00:01:16
MatNr3,2273,PrMod1,TSys32,AB-3CD-9,21.09.2024,20:26:04,OK,OK,00:02:04,00:02:04
MatNr1,2274,PrMod2,TSys32,AB-1CD-7,21.09.2024,20:52:14,Angel_to_low,Tolerance_violence,00:01:40,00:01:40
MatNr2,2275,PrMod2,TSys27,AB-3CD-8,21.09.2024,21:14:21,OK,OK,00:02:19,00:02:19
MatNr1,2276,PrMod1,TSys27,AB-3CD-5,21.09.2024,21:35:55,System_issue,System_error,00:01:54,00:01:54
MatNr1,2277,PrMod3,TSys32,AB-3CD-3,21.09.2024,21:59:28,OK,OK,00:02:05,00:02:05
MatNr2,2278,PrMod2,TSys27,AB-3CD-0,21.09.2024,22:19:41,OK,OK,00:01:41,00:01:41
MatNr1,2279,PrMod3,TSys32,AB-2CD-1,21.09.2024,22:42:31,OK,OK,00:01:56,00:01:56
MatNr3,2280,PrMod3,TSys32,AB-1CD-7,21.09.2024,23:02:17,OK,OK,00:02:13,00:02:13
MatNr3,2281,PrMod2,TSys54,AB-1CD-3,21.09.2024,23:25:45,OK,OK,00:02:10,00:02:10
MatNr3,2282,PrMod3,TSys32,AB-2CD-0,21.09.2024,23:45:13,OK,OK,00:01:29,00:01:29
MatNr2,2283,PrMod3,TSys27,AB-2CD-4,22.09.2024,00:06:20,System_issue,System_error,00:01:11,00:01:11
MatNr1,2284,PrMod4,TSys54,AB-2CD-5,22.09.2024,00:27:59,System_issue,System_error,00:02:31,00:02:31
MatNr3,2285,PrMod1,TSys27,AB-2CD-6,22.09.2024,00:52:18,OK,OK,00:01:51,00:01:51
MatNr1,2286,PrMod2,TSys54,AB-3CD-8,22.09.2024,01:15:34,OK,OK,00:01:55,00:01:55
MatNr1,2287,PrMod2,TSys54,AB-2CD-2,22.09.2024,01:41:41,OK,OK,00:02:02,00:02:02
MatNr2,2288,PrMod4,TSys27,AB-2CD-9,22.09.2024,02:06:18,OK,OK,00:01:47,00:01:47
MatNr2,2289,PrMod1,TSys54,AB-3CD-6,22.09.2024,02:31:11,OK,OK,00:02:11,00:02:11
MatNr1,2290,PrMod4,TSys27,AB-2CD-6,22.09.2024,02:55:12,OK,OK,00:01:26,00:01:26
MatNr1,2291,PrMod2,TSys27,AB-2CD-8,22.09.2024,03:16:45,OK,OK,00:01:13,00:01:13
MatNr2,2292,PrMod1,TSys27,AB-2CD-3,22.09.2024,03:38:45,OK,OK,00:01:55,00:01:55
MatNr3,2293,PrMod4,TSys54,AB-2CD-1,22.09.2024,04:01:48,OK,OK,00:01:45,00:01:45
MatNr3,2294,PrMod2,TSys54,AB-1CD-4,22.09.2024,04:27:21,OK,OK,00:01:56,00:01:56
MatNr1,2295,PrMod1,TSys32,AB-3CD-9,22.09.2024,04:51:46,OK,OK,00:02:15,00:02:15
MatNr3,2296,PrMod4,TSys32,AB-3CD-0,22.09.2024,05:16:04,OK,OK,00:01:54,00:01:54
MatNr2,2297,PrMod4,TSys32,AB-2CD-9,22.09.2024,05:37:20,angel_to_wide,Tolerance_violence,00:02:08,00:02:08
MatNr3,2298,PrMod3,TSys54,AB-1CD-4,22.09.2024,05:59:24,OK,OK,00:02:23,00:02:23
MatNr1,2299,PrMod4,TSys54,AB-3CD-7,22.09.2024,06:24:45,OK,OK,00:01:34,00:01:34
MatNr2,2300,PrMod3,TSys54,AB-1CD-8,22.09.2024,06:47:46,OK,OK,00:01:29,00:01:29
MatNr2,2301,PrMod2,TSys27,AB-3CD-0,22.09.2024,07:08:46,OK,OK,00:01:48,00:01:48
MatNr1,2302,PrMod1,TSys27,AB-3CD-3,22.09.2024,07:33:10,OK,OK,00:01:46,00:01:46
MatNr1,2303,PrMod1,TSys54,AB-3CD-3,22.09.2024,07:54:15,System_issue,System_error,00:02:02,00:02:02
MatNr2,2304,PrMod3,TSys27,AB-2CD-1,22.09.2024,08:20:35,OK,OK,00:02:02,00:02:02
MatNr3,2305,PrMod2,TSys32,AB-1CD-4,22.09.2024,08:42:11,OK,OK,00:01:57,00:01:57
MatNr3,2306,PrMod4,TSys32,AB-2CD-2,22.09.2024,09:05:51,OK,OK,00:02:06,00:02:06
MatNr1,2307,PrMod2,TSys32,AB-2CD-4,22.09.2024,09:30:53,OK,OK,00:02:19,00:02:19
MatNr1,2308,PrMod2,TSys32,AB-1CD-4,22.09.2024,09:55:13,OK,OK,00:02:22,00:02:22
MatNr1,2309,PrMod1,TSys32,AB-3CD-5,22.09.2024,10:21:51,OK,OK,00:01:47,00:01:47
MatNr1,2310,PrMod4,TSys27,AB-2CD-6,22.09.2024,10:45:33,OK,OK,00:02:12,00:02:12
MatNr3,2311,PrMod2,TSys27,AB-2CD-6,22.09.2024,11:10:01,angel_to_wide,Tolerance_violence,00:02:09,00:02:09
MatNr2,2312,PrMod3,TSys54,AB-3CD-6,22.09.2024,11:31:16,OK,OK,00:01:54,00:01:54
MatNr2,2313,PrMod2,TSys32,AB-3CD-1,22.09.2024,11:52:57,System_issue,System_error,00:02:24,00:02:24
MatNr1,2314,PrMod2,TSys54,AB-1CD-0,22.09.2024,12:15:04,OK,OK,00:02:06,00:02:06
MatNr1,2315,PrMod3,TSys27,AB-3CD-7,22.09.2024,12:36:27,OK,OK,00:01:24,00:01:24
MatNr2,2316,PrMod2,TSys32,AB-3CD-5,22.09.2024,12:58:31,OK,OK,00:02:17,00:02:17
MatNr2,2317,PrMod2,TSys32,AB-2CD-8,22.09.2024,13:22:45,OK,OK,00:02:22,00:02:22
MatNr1,2318,PrMod3,TSys27,AB-2CD-9,22.09.2024,13:47:12,Angel_to_low,Tolerance_violence,00:02:17,00:02:17
MatNr2,2319,PrMod2,TSys32,AB-3CD-0,22.09.2024,14:09:35,angel_to_wide,Tolerance_violence,00:01:49,00:01:49
